id;market_id;runner_id;available;back;lay;market_name;matched;runner_name;total_available;total_matched
31115059;1.192317394;47972;2745.5;1.09;1.12;FIRST_HALF_GOALS_25;1243;Under 2,5 goal;8977.13978141492;290.98
31115059;1.192317394;47973;42;9.8;12.5;FIRST_HALF_GOALS_25;474.91;Over 2,5 goal;8977.13978141492;290.98
31115059;1.192317395;30246;31.29;1.97;1.99;BOTH_TEAMS_TO_SCORE;85.84;Sì;9831.99474185979;5967.1
31115059;1.192317395;30247;84.57;2.02;2.04;BOTH_TEAMS_TO_SCORE;650.72;No;9831.99474185979;5967.1
31115059;1.192317396;199545;4576.4;4.5;4.7;MATCH_ODDS;1162.91;Bologna;176494.93270553;226904.58
31115059;1.192317396;2423;745.75;1.95;1.96;MATCH_ODDS;336.13;Juventus;176494.93270553;226904.58
31115059;1.192317396;58805;670.09;3.65;3.7;MATCH_ODDS;3242.26;Pareggio;176494.93270553;226904.58
31115059;1.192317397;5851482;87.84;2.88;3.05;FIRST_HALF_GOALS_05;726.25;Under 0,5 goal;10072.7409948218;38.36
31115059;1.192317397;5851483;691.36;1.49;1.5;FIRST_HALF_GOALS_05;12.5;Over 0,5 goal;10072.7409948218;38.36
31115059;1.192317398;5851482;13.63;12;13.5;OVER_UNDER_05;239.86;Under 0,5 goal;18712.5745045853;8331
31115059;1.192317398;5851483;2998.2;1.08;1.09;OVER_UNDER_05;150;Over 0,5 goal;18712.5745045853;8331
31115059;1.192317399;1221385;281;1.42;1.44;FIRST_HALF_GOALS_15;586.38;Under 1,5 goal;13221.913010179;44.08
31115059;1.192317399;1221386;51;3.3;3.4;FIRST_HALF_GOALS_15;290.36;Over 1,5 goal;13221.913010179;44.08
31115059;1.192317400;2542449;32.62;50;330;OVER_UNDER_65;14;Over 6,5 goal;3868.63443820674;228.36
31115059;1.192317401;199545;50;5;5.6;HALF_TIME;197.5;Bologna;2951.75695323785;50
31115059;1.192317401;2423;143.5;2.64;2.84;HALF_TIME;235.5;Juventus;2951.75695323785;50
31115059;1.192317401;58805;249.5;2.18;2.28;HALF_TIME;200;Pareggio;2951.75695323785;50
31115059;1.192317402;1485567;125;1.04;1.05;OVER_UNDER_55;1041.66;Under 5,5 goal;14074.9515910273;148.72
31115059;1.192317402;1485568;51.84;21;38;OVER_UNDER_55;31.2;Over 5,5 goal;14074.9515910273;148.72
31115059;1.192317403;1;45;12;13;CORRECT_SCORE;257;0 - 0;811228.965557793;1604.58
31115059;1.192317403;4;62;7.6;8.4;CORRECT_SCORE;303.5;0 - 1;811228.965557793;1604.58
31115059;1.192317403;9;90.5;10;11;CORRECT_SCORE;244.5;0 - 2;811228.965557793;1604.58
31115059;1.192317403;16;113;19.5;23;CORRECT_SCORE;183;0 - 3;811228.965557793;1604.58
31115059;1.192317403;2;156.86;13;15;CORRECT_SCORE;205.5;1 - 0;811228.965557793;1604.58
31115059;1.192317403;3;87.5;7.4;8;CORRECT_SCORE;148;1 - 1;811228.965557793;1604.58
31115059;1.192317403;8;12;10;10.5;CORRECT_SCORE;24;1 - 2;811228.965557793;1604.58
31115059;1.192317403;15;113.5;18.5;22;CORRECT_SCORE;73;1 - 3;811228.965557793;1604.58
31115059;1.192317403;5;109.5;26;34;CORRECT_SCORE;182.5;2 - 0;811228.965557793;1604.58
31115059;1.192317403;6;98;17;18.5;CORRECT_SCORE;103;2 - 1;811228.965557793;1604.58
31115059;1.192317403;7;113;19;22;CORRECT_SCORE;183.5;2 - 2;811228.965557793;1604.58
31115059;1.192317403;14;74;38;46;CORRECT_SCORE;163.5;2 - 3;811228.965557793;1604.58
31115059;1.192317403;10;32;85;120;CORRECT_SCORE;52;3 - 0;811228.965557793;1604.58
31115059;1.192317403;11;27.5;55;65;CORRECT_SCORE;119;3 - 1;811228.965557793;1604.58
31115059;1.192317403;12;52;60;75;CORRECT_SCORE;30.5;3 - 2;811228.965557793;1604.58
31115059;1.192317403;13;36.5;95;160;CORRECT_SCORE;41;3 - 3;811228.965557793;1604.58
31115059;1.192317403;9063254;26.5;65;90;CORRECT_SCORE;141.5;Qualsiasi altro risultato a favore della squadra in Casa;811228.965557793;1604.58
31115059;1.192317403;9063255;146.58;13.5;16;CORRECT_SCORE;307;Qualsiasi altro risultato a favore della squadra in Trasferta;811228.965557793;1604.58
31115059;1.192317403;9063256;15.5;95;-1;CORRECT_SCORE;-1;Qualsiasi altro Pareggio;811228.965557793;1604.58
31115059;1.192317404;47972;16.02;1.83;1.85;OVER_UNDER_25;108;Under 2,5 goal;9121.75354474968;11429.75
31115059;1.192317404;47973;345.81;2.16;2.22;OVER_UNDER_25;1191.95;Over 2,5 goal;9121.75354474968;11429.75
31115059;1.192317405;1222347;1205.18;1.1;1.13;OVER_UNDER_45;1740.01;Under 4,5 goal;13479.5488589647;513.69
31115059;1.192317405;1222346;41;9;11;OVER_UNDER_45;120.52;Over 4,5 goal;13479.5488589647;513.69
31115059;1.192317407;1221385;189.8;3.5;3.6;OVER_UNDER_15;93.12;Under 1,5 goal;10561.6667158574;576.82
31115059;1.192317407;1221386;106.5;1.39;1.4;OVER_UNDER_15;474.5;Over 1,5 goal;10561.6667158574;576.82
31115059;1.192317408;1222344;2823.9;1.31;1.33;OVER_UNDER_35;229.9;Under 3,5 goal;11171.4781278333;13034.03
31115059;1.192317408;1222345;81.44;4;4.2;OVER_UNDER_35;441;Over 3,5 goal;11171.4781278333;13034.03
31115060;1.192317024;47972;2651;1.1;1.12;FIRST_HALF_GOALS_25;749.8;Under 2,5 goal;8917.74563336738;90
31115060;1.192317024;47973;27.5;9.4;11;FIRST_HALF_GOALS_25;265.1;Over 2,5 goal;8917.74563336738;90
31115060;1.192317025;30246;24.97;1.82;1.84;BOTH_TEAMS_TO_SCORE;25;Sì;9850.99166546814;1378.25
31115060;1.192317025;30247;21.1;2.18;2.22;BOTH_TEAMS_TO_SCORE;40.86;No;9850.99166546814;1378.25
31115060;1.192317026;60297;2120.76;3.35;3.4;MATCH_ODDS;954.41;Cagliari;125167.018468217;89758.25
31115060;1.192317026;215821;411.5;2.42;2.44;MATCH_ODDS;402.5;Udinese;125167.018468217;89758.25
31115060;1.192317026;58805;2570.25;3.4;3.45;MATCH_ODDS;1987.47;Pareggio;125167.018468217;89758.25
31115060;1.192317027;5851482;69;3;3.15;FIRST_HALF_GOALS_05;628.9;Under 0,5 goal;8530.87067445645;4
31115060;1.192317027;5851483;430.5;1.47;1.5;FIRST_HALF_GOALS_05;138;Over 0,5 goal;8530.87067445645;4
31115060;1.192317028;5851482;48.4;11;13.5;OVER_UNDER_05;97.06;Under 0,5 goal;16272.4655772826;40
31115060;1.192317028;5851483;1213.22;1.08;1.1;OVER_UNDER_05;484.5;Over 0,5 goal;16272.4655772826;40
31115060;1.192317029;1221385;1062.76;1.42;1.46;FIRST_HALF_GOALS_15;82;Under 1,5 goal;9279.09148872269;0
31115060;1.192317029;1221386;300.51;3.15;3.35;FIRST_HALF_GOALS_15;94;Over 1,5 goal;9279.09148872269;0
31115060;1.192317030;2542449;16;48;300;OVER_UNDER_65;30.5;Over 6,5 goal;3477.37470588235;0
31115060;1.192317031;60297;67.5;4;4.3;HALF_TIME;202.5;Cagliari;2407.08667099954;0
31115060;1.192317031;215821;99;3.05;3.3;HALF_TIME;201;Udinese;2407.08667099954;0
31115060;1.192317031;58805;169;2.2;2.3;HALF_TIME;192.5;Pareggio;2407.08667099954;0
31115060;1.192317032;1485567;100;1.05;1.06;OVER_UNDER_55;2688.47;Under 5,5 goal;10145.4545671804;0
31115060;1.192317032;1485568;13;19.5;30;OVER_UNDER_55;27;Over 5,5 goal;10145.4545671804;0
31115060;1.192317033;1;16.5;12.5;13.5;CORRECT_SCORE;25.5;0 - 0;830864.362069326;803.3
31115060;1.192317033;4;68.05;9;10;CORRECT_SCORE;442.5;0 - 1;830864.362069326;803.3
31115060;1.192317033;9;16;13.5;14.5;CORRECT_SCORE;265.5;0 - 2;830864.362069326;803.3
31115060;1.192317033;16;108.5;29;34;CORRECT_SCORE;166.5;0 - 3;830864.362069326;803.3
31115060;1.192317033;2;169.97;11.5;13;CORRECT_SCORE;64;1 - 0;830864.362069326;803.3
31115060;1.192317033;3;100;7;7.4;CORRECT_SCORE;130;1 - 1;830864.362069326;803.3
31115060;1.192317033;8;167.39;10.5;11.5;CORRECT_SCORE;33;1 - 2;830864.362069326;803.3
31115060;1.192317033;15;110.5;23;26;CORRECT_SCORE;85;1 - 3;830864.362069326;803.3
31115060;1.192317033;5;105;21;23;CORRECT_SCORE;153.5;2 - 0;830864.362069326;803.3
31115060;1.192317033;6;100;13;14;CORRECT_SCORE;159.5;2 - 1;830864.362069326;803.3
31115060;1.192317033;7;100;16;17.5;CORRECT_SCORE;176;2 - 2;830864.362069326;803.3
31115060;1.192317033;14;100;38;42;CORRECT_SCORE;78;2 - 3;830864.362069326;803.3
31115060;1.192317033;10;49;55;65;CORRECT_SCORE;125.5;3 - 0;830864.362069326;803.3
31115060;1.192317033;11;54;34;40;CORRECT_SCORE;193;3 - 1;830864.362069326;803.3
31115060;1.192317033;12;65;44;48;CORRECT_SCORE;40.5;3 - 2;830864.362069326;803.3
31115060;1.192317033;13;25;85;100;CORRECT_SCORE;31.5;3 - 3;830864.362069326;803.3
31115060;1.192317033;9063254;51;34;38;CORRECT_SCORE;119;Qualsiasi altro risultato a favore della squadra in Casa;830864.362069326;803.3
31115060;1.192317033;9063255;12.5;19.5;22;CORRECT_SCORE;159.5;Qualsiasi altro risultato a favore della squadra in Trasferta;830864.362069326;803.3
31115060;1.192317033;9063256;15;95;970;CORRECT_SCORE;4.5;Qualsiasi altro Pareggio;830864.362069326;803.3
31115060;1.192317034;47972;14.1;1.89;1.92;OVER_UNDER_25;95;Under 2,5 goal;8321.04211734005;4972.78
31115060;1.192317034;47973;175.69;2.08;2.12;OVER_UNDER_25;12.58;Over 2,5 goal;8321.04211734005;4972.78
31115060;1.192317035;1222347;44.58;1.13;1.14;OVER_UNDER_45;762.3;Under 4,5 goal;10424.7802783628;581.08
31115060;1.192317035;1222346;56;8.2;9.4;OVER_UNDER_45;112.38;Over 4,5 goal;10424.7802783628;581.08
31115060;1.192317037;1221385;436.95;3.6;3.8;OVER_UNDER_15;171.28;Under 1,5 goal;9844.44377676003;3655.02
31115060;1.192317037;1221386;310.57;1.36;1.38;OVER_UNDER_15;556.8;Over 1,5 goal;9844.44377676003;3655.02
31115060;1.192317038;1222344;2100.32;1.34;1.36;OVER_UNDER_35;180.43;Under 3,5 goal;9723.86316415691;946.06
31115060;1.192317038;1222345;79.44;3.75;3.9;OVER_UNDER_35;342.2;Over 3,5 goal;9723.86316415691;946.06
