id;market_id;runner_id;available;back;lay;market_name;matched;runner_name;total_available;total_matched
31127629;1.192421034;5851482;14;22;26;OVER_UNDER_05;599.16;Under 0,5 goal;94202.4291719133;2146.8
31127629;1.192421034;5851483;14979;1.04;1.05;OVER_UNDER_05;1520.58;Over 0,5 goal;94202.4291719133;2146.8
31127629;1.192421035;1221385;1432.33;1.65;1.72;FIRST_HALF_GOALS_15;548.35;Under 1,5 goal;8784.43999753695;24
31127629;1.192421035;1221386;312;2.4;2.52;FIRST_HALF_GOALS_15;507;Over 1,5 goal;8784.43999753695;24
31127629;1.192421036;2542448;1165.25;1.03;1.05;OVER_UNDER_65;1763;Under 6,5 goal;28369.718483841;1823.18
31127629;1.192421036;2542449;88.15;21;36;OVER_UNDER_65;127.67;Over 6,5 goal;28369.718483841;1823.18
31127629;1.192421037;60310;34.5;6.6;7.6;HALF_TIME;252;Genoa;5929.79693883939;784.88
31127629;1.192421037;215817;39;1.97;2.06;HALF_TIME;273;Atalanta;5929.79693883939;784.88
31127629;1.192421037;58805;138;2.7;2.86;HALF_TIME;20;Pareggio;5929.79693883939;784.88
31127629;1.192421038;1485567;3182.18;1.1;1.12;OVER_UNDER_55;3502.01;Under 5,5 goal;23178.4464756841;222.76
31127629;1.192421038;1485568;88;9.6;11;OVER_UNDER_55;318.22;Over 5,5 goal;23178.4464756841;222.76
31127629;1.192421039;1;111;21;25;CORRECT_SCORE;44.96;0 - 0;509355.949389986;1717.02
31127629;1.192421039;4;136.5;9.8;11;CORRECT_SCORE;244.19;0 - 1;509355.949389986;1717.02
31127629;1.192421039;9;91;9;9.6;CORRECT_SCORE;203.5;0 - 2;509355.949389986;1717.02
31127629;1.192421039;16;122;12;13.5;CORRECT_SCORE;174;0 - 3;509355.949389986;1717.02
31127629;1.192421039;2;109;28;36;CORRECT_SCORE;44;1 - 0;509355.949389986;1717.02
31127629;1.192421039;3;27;10.5;12;CORRECT_SCORE;218;1 - 1;509355.949389986;1717.02
31127629;1.192421039;8;100;9.4;10;CORRECT_SCORE;125.5;1 - 2;509355.949389986;1717.02
31127629;1.192421039;15;20;12.5;13.5;CORRECT_SCORE;98;1 - 3;509355.949389986;1717.02
31127629;1.192421039;5;38.5;70;90;CORRECT_SCORE;47;2 - 0;509355.949389986;1717.02
31127629;1.192421039;6;72;26;28;CORRECT_SCORE;91;2 - 1;509355.949389986;1717.02
31127629;1.192421039;7;117.5;19;21;CORRECT_SCORE;43;2 - 2;509355.949389986;1717.02
31127629;1.192421039;14;112.5;26;29;CORRECT_SCORE;39.5;2 - 3;509355.949389986;1717.02
31127629;1.192421039;10;17.35;17.5;270;CORRECT_SCORE;17;3 - 0;509355.949389986;1717.02
31127629;1.192421039;11;26;80;110;CORRECT_SCORE;45;3 - 1;509355.949389986;1717.02
31127629;1.192421039;12;30.5;70;85;CORRECT_SCORE;82.5;3 - 2;509355.949389986;1717.02
31127629;1.192421039;13;19;75;110;CORRECT_SCORE;45;3 - 3;509355.949389986;1717.02
31127629;1.192421039;9063254;14;75;110;CORRECT_SCORE;49;Qualsiasi altro risultato a favore della squadra in Casa;509355.949389986;1717.02
31127629;1.192421039;9063255;637.08;5;5.7;CORRECT_SCORE;322.57;Qualsiasi altro risultato a favore della squadra in Trasferta;509355.949389986;1717.02
31127629;1.192421039;9063256;17.11;18;750;CORRECT_SCORE;5.5;Qualsiasi altro Pareggio;509355.949389986;1717.02
31127629;1.192421040;47972;108.91;2.6;2.62;OVER_UNDER_25;486.47;Under 2,5 goal;47410.9039373266;16939.5
31127629;1.192421040;47973;1978.15;1.61;1.63;OVER_UNDER_25;173.72;Over 2,5 goal;47410.9039373266;16939.5
