id;market_id;runner_id;available;back;lay;market_name;matched;runner_name;total_available;total_matched
31128316;1.192816764;47972;2519.3;1.21;1.24;FIRST_HALF_GOALS_25;1284.94;Under 2,5 goal;11046.791528522;40.04
31128316;1.192816764;47973;180.5;5.2;5.6;FIRST_HALF_GOALS_25;139;Over 2,5 goal;11046.791528522;40.04
31128316;1.192816765;30246;125.15;1.72;1.8;BOTH_TEAMS_TO_SCORE;134.4;Sì;14039.1468702376;831.67
31128316;1.192816765;30247;106.98;2.26;2.4;BOTH_TEAMS_TO_SCORE;431.19;No;14039.1468702376;831.67
31128316;1.192816766;28191;7737.96;1.4;1.42;MATCH_ODDS;1958.43;Villarreal;96393.4396418591;100160.72
31128316;1.192816766;214865;99.93;8.4;8.6;MATCH_ODDS;95;Levante;96393.4396418591;100160.72
31128316;1.192816766;58805;219.81;5.7;5.8;MATCH_ODDS;99.5;Pareggio;96393.4396418591;100160.72
31128316;1.192816767;5851482;406.48;4.2;4.6;FIRST_HALF_GOALS_05;616.85;Under 0,5 goal;9247.625903702;199.4
31128316;1.192816767;5851483;1180;1.28;1.31;FIRST_HALF_GOALS_05;724.5;Over 0,5 goal;9247.625903702;199.4
31128316;1.192816768;5851482;39.8;26;30;OVER_UNDER_05;207;Under 0,5 goal;44985.4448225322;9390.6
31128316;1.192816768;5851483;14980.23;1.03;1.04;OVER_UNDER_05;994.9;Over 0,5 goal;44985.4448225322;9390.6
31128316;1.192816769;1221385;457.21;1.75;1.79;FIRST_HALF_GOALS_15;194;Under 1,5 goal;9583.60629888223;248.06
31128316;1.192816769;1221386;304.62;2.26;2.32;FIRST_HALF_GOALS_15;191;Over 1,5 goal;9583.60629888223;248.06
31128316;1.192816770;2542448;9900.6;1.04;1.06;OVER_UNDER_65;1952.83;Under 6,5 goal;32866.7403161648;330.22
31128316;1.192816770;2542449;103.5;20;22;OVER_UNDER_65;26.78;Over 6,5 goal;32866.7403161648;330.22
31128316;1.192816771;28191;1481.5;1.9;1.97;HALF_TIME;39;Villarreal;6556.0075178462;254
31128316;1.192816771;214865;41;6.8;7.8;HALF_TIME;223.5;Levante;6556.0075178462;254
31128316;1.192816771;58805;159;2.82;2.96;HALF_TIME;262.5;Pareggio;6556.0075178462;254
31128316;1.192816772;1485567;3007.01;1.13;1.15;OVER_UNDER_55;1828.06;Under 5,5 goal;35580.8544586182;183.16
31128316;1.192816772;1485568;75.57;7.8;8.6;OVER_UNDER_55;209;Over 5,5 goal;35580.8544586182;183.16
31128316;1.192816773;1;26;28;29;CORRECT_SCORE;98;0 - 0;350438.120354874;1248.9
31128316;1.192816773;4;15;34;40;CORRECT_SCORE;56;0 - 1;350438.120354874;1248.9
31128316;1.192816773;9;47.5;60;75;CORRECT_SCORE;19;0 - 2;350438.120354874;1248.9
31128316;1.192816773;16;14;110;270;CORRECT_SCORE;16.48;0 - 3;350438.120354874;1248.9
31128316;1.192816773;2;121.7;11;12.5;CORRECT_SCORE;125.42;1 - 0;350438.120354874;1248.9
31128316;1.192816773;3;59.74;12;13.5;CORRECT_SCORE;201;1 - 1;350438.120354874;1248.9
31128316;1.192816773;8;110;26;30;CORRECT_SCORE;75;1 - 2;350438.120354874;1248.9
31128316;1.192816773;15;13;80;120;CORRECT_SCORE;42.95;1 - 3;350438.120354874;1248.9
31128316;1.192816773;5;34;9.6;10;CORRECT_SCORE;63;2 - 0;350438.120354874;1248.9
31128316;1.192816773;6;86.87;9.4;10;CORRECT_SCORE;144.5;2 - 1;350438.120354874;1248.9
31128316;1.192816773;7;13.5;19;22;CORRECT_SCORE;44;2 - 2;350438.120354874;1248.9
31128316;1.192816773;14;26;65;75;CORRECT_SCORE;19;2 - 3;350438.120354874;1248.9
31128316;1.192816773;10;40.35;12;13;CORRECT_SCORE;16;3 - 0;350438.120354874;1248.9
31128316;1.192816773;11;46.35;12;13;CORRECT_SCORE;60;3 - 1;350438.120354874;1248.9
31128316;1.192816773;12;111.5;23;26;CORRECT_SCORE;44.5;3 - 2;350438.120354874;1248.9
31128316;1.192816773;13;23;65;90;CORRECT_SCORE;70;3 - 3;350438.120354874;1248.9
31128316;1.192816773;9063254;15;4.5;4.7;CORRECT_SCORE;100;Qualsiasi altro risultato a favore della squadra in Casa;350438.120354874;1248.9
31128316;1.192816773;9063255;17.5;70;85;CORRECT_SCORE;18.5;Qualsiasi altro risultato a favore della squadra in Trasferta;350438.120354874;1248.9
31128316;1.192816773;9063256;16.7;25;710;CORRECT_SCORE;5.99;Qualsiasi altro Pareggio;350438.120354874;1248.9
31128316;1.192816774;47972;64.88;2.92;2.98;OVER_UNDER_25;427.5;Under 2,5 goal;38944.5888921291;8872.07
31128316;1.192816774;47973;3148.41;1.5;1.52;OVER_UNDER_25;124.63;Over 2,5 goal;38944.5888921291;8872.07
31128316;1.192816775;1222347;507.86;1.32;1.33;OVER_UNDER_45;12.33;Under 4,5 goal;31251.2780734315;232.88
31128316;1.192816775;1222346;511.92;3.9;4.2;OVER_UNDER_45;872.46;Over 4,5 goal;31251.2780734315;232.88
31128316;1.192816777;1221385;127.84;6.4;7;OVER_UNDER_15;116.5;Under 1,5 goal;19422.8684990499;3651.93
31128316;1.192816777;1221386;4011.04;1.16;1.19;OVER_UNDER_15;3033.48;Over 1,5 goal;19422.8684990499;3651.93
31128316;1.192816778;1222344;387.17;1.75;1.8;OVER_UNDER_35;925.15;Under 3,5 goal;39137.0140216606;3796.41
31128316;1.192816778;1222345;374.85;2.26;2.34;OVER_UNDER_35;575.05;Over 3,5 goal;39137.0140216606;3796.41
31128315;1.192816951;47972;6168.27;1.07;1.1;FIRST_HALF_GOALS_25;2331.5;Under 2,5 goal;10762.9266544233;40
31128315;1.192816951;47973;77;11.5;15;FIRST_HALF_GOALS_25;201.5;Over 2,5 goal;10762.9266544233;40
31128315;1.192816952;30246;820.49;2.36;2.48;BOTH_TEAMS_TO_SCORE;315;Sì;7583.06750804038;259.56
31128315;1.192816952;30247;939.7;1.67;1.73;BOTH_TEAMS_TO_SCORE;106.5;No;7583.06750804038;259.56
31128315;1.192816953;516259;182.98;6.6;6.8;MATCH_ODDS;564.4;Cadiz;46291.512971388;67575.8
31128315;1.192816953;44508;1260.49;1.7;1.71;MATCH_ODDS;876.2;Siviglia;46291.512971388;67575.8
31128315;1.192816953;58805;295.43;3.8;3.85;MATCH_ODDS;1552.12;Pareggio;46291.512971388;67575.8
31128315;1.192816954;5851482;127;2.64;2.78;FIRST_HALF_GOALS_05;367.5;Under 0,5 goal;7535.52474206357;326.74
31128315;1.192816954;5851483;1247.4;1.56;1.61;FIRST_HALF_GOALS_05;442.25;Over 0,5 goal;7535.52474206357;326.74
31128315;1.192816955;5851482;65.01;8.8;10;OVER_UNDER_05;55;Under 0,5 goal;38855.9027946008;255
31128315;1.192816955;5851483;3055.85;1.11;1.13;OVER_UNDER_05;1813.63;Over 0,5 goal;38855.9027946008;255
31128315;1.192816956;1221385;2013.72;1.33;1.37;FIRST_HALF_GOALS_15;242;Under 1,5 goal;8191.06252167307;74
31128315;1.192816956;1221386;206.61;3.7;3.95;FIRST_HALF_GOALS_15;281.5;Over 1,5 goal;8191.06252167307;74
31128315;1.192816957;2542449;16;95;220;OVER_UNDER_65;2;Over 6,5 goal;5293.33332156863;0
31128315;1.192816958;516259;54.5;6.4;7.4;HALF_TIME;16;Cadiz;8107.61654737147;40
31128315;1.192816958;44508;30;2.44;2.58;HALF_TIME;238.5;Siviglia;8107.61654737147;40
31128315;1.192816958;58805;29;2.14;2.22;HALF_TIME;29;Pareggio;8107.61654737147;40
31128315;1.192816959;1485567;123.83;1.03;1.04;OVER_UNDER_55;13082.02;Under 5,5 goal;29549.5345144468;294.92
31128315;1.192816959;1485568;82;30;65;OVER_UNDER_55;70.54;Over 5,5 goal;29549.5345144468;294.92
31128315;1.192816960;1;52;9.2;10;CORRECT_SCORE;36.5;0 - 0;534262.91153506;157.08
31128315;1.192816960;4;94;6;6.4;CORRECT_SCORE;295.5;0 - 1;534262.91153506;157.08
31128315;1.192816960;9;136;7.6;8.2;CORRECT_SCORE;145;0 - 2;534262.91153506;157.08
31128315;1.192816960;16;117.5;14.5;16.5;CORRECT_SCORE;142.5;0 - 3;534262.91153506;157.08
31128315;1.192816960;2;41.59;15;17;CORRECT_SCORE;93.5;1 - 0;534262.91153506;157.08
31128315;1.192816960;3;134.5;8;8.6;CORRECT_SCORE;100;1 - 1;534262.91153506;157.08
31128315;1.192816960;8;142.79;10;11;CORRECT_SCORE;208.5;1 - 2;534262.91153506;157.08
31128315;1.192816960;15;100;20;23;CORRECT_SCORE;208.5;1 - 3;534262.91153506;157.08
31128315;1.192816960;5;18;40;55;CORRECT_SCORE;160.5;2 - 0;534262.91153506;157.08
31128315;1.192816960;6;45;25;26;CORRECT_SCORE;40;2 - 1;534262.91153506;157.08
31128315;1.192816960;7;50;23;32;CORRECT_SCORE;235;2 - 2;534262.91153506;157.08
31128315;1.192816960;14;45;50;60;CORRECT_SCORE;124;2 - 3;534262.91153506;157.08
31128315;1.192816960;10;17;95;250;CORRECT_SCORE;23;3 - 0;534262.91153506;157.08
31128315;1.192816960;11;36.5;95;150;CORRECT_SCORE;39.5;3 - 1;534262.91153506;157.08
31128315;1.192816960;12;29;95;170;CORRECT_SCORE;35;3 - 2;534262.91153506;157.08
31128315;1.192816960;13;23;95;260;CORRECT_SCORE;22.5;3 - 3;534262.91153506;157.08
31128315;1.192816960;9063254;14.5;95;250;CORRECT_SCORE;22.5;Qualsiasi altro risultato a favore della squadra in Casa;534262.91153506;157.08
31128315;1.192816960;9063255;48.42;13;15;CORRECT_SCORE;272.5;Qualsiasi altro risultato a favore della squadra in Trasferta;534262.91153506;157.08
31128315;1.192816960;9063256;30.86;17.5;-1;CORRECT_SCORE;-1;Qualsiasi altro Pareggio;534262.91153506;157.08
31128315;1.192816961;47972;1373.54;1.64;1.68;OVER_UNDER_25;374.76;Under 2,5 goal;28599.0758814104;804.77
31128315;1.192816961;47973;480.94;2.46;2.56;OVER_UNDER_25;404.48;Over 2,5 goal;28599.0758814104;804.77
31128315;1.192816962;1222347;541.18;1.08;1.1;OVER_UNDER_45;2277.45;Under 4,5 goal;23715.8672740141;100.76
31128315;1.192816962;1222346;108.13;11.5;13.5;OVER_UNDER_45;43.29;Over 4,5 goal;23715.8672740141;100.76
31128315;1.192816964;1221385;201.09;2.94;3.05;OVER_UNDER_15;83;Under 1,5 goal;24707.5307159925;2235.85
31128315;1.192816964;1221386;869.86;1.48;1.52;OVER_UNDER_15;389.08;Over 1,5 goal;24707.5307159925;2235.85
31128315;1.192816965;1222344;3094.84;1.22;1.26;OVER_UNDER_35;2288.71;Under 3,5 goal;27699.5128700856;726.42
31128315;1.192816965;1222345;448.97;4.9;5.5;OVER_UNDER_35;344.1;Over 3,5 goal;27699.5128700856;726.42
31142749;1.192834002;47972;2666.5;1.1;1.12;FIRST_HALF_GOALS_25;631;Under 2,5 goal;5500.02815814789;0
31142749;1.192834002;47973;28;9.4;11;FIRST_HALF_GOALS_25;266.65;Over 2,5 goal;5500.02815814789;0
31142749;1.192834003;30246;22.89;1.81;1.88;BOTH_TEAMS_TO_SCORE;40.77;Sì;2196.89786752095;113.45
31142749;1.192834003;30247;20.82;2.14;2.24;BOTH_TEAMS_TO_SCORE;35.5;No;2196.89786752095;113.45
31142749;1.192834004;4240339;206.62;2.64;2.72;MATCH_ODDS;29.6;Tondela;14869.8427027907;6863
31142749;1.192834004;191604;363.47;2.92;3.1;MATCH_ODDS;627.11;Moreirense;14869.8427027907;6863
31142749;1.192834004;58805;332.84;3.35;3.5;MATCH_ODDS;618.99;Pareggio;14869.8427027907;6863
31142749;1.192834005;5851482;87.33;3;3.15;FIRST_HALF_GOALS_05;368.27;Under 0,5 goal;3622.31906040169;0
31142749;1.192834005;5851483;397;1.47;1.49;FIRST_HALF_GOALS_05;52;Over 0,5 goal;3622.31906040169;0
31142749;1.192834006;5851482;164.17;11;13.5;OVER_UNDER_05;257.92;Under 0,5 goal;8585.43115311211;6.4
31142749;1.192834006;5851483;3224;1.08;1.1;OVER_UNDER_05;1645.75;Over 0,5 goal;8585.43115311211;6.4
31142749;1.192834007;1221385;1096.64;1.4;1.45;FIRST_HALF_GOALS_15;142;Under 1,5 goal;4382.34184927018;0
31142749;1.192834007;1221386;184.34;3.2;3.45;FIRST_HALF_GOALS_15;178;Over 1,5 goal;4382.34184927018;0
31142749;1.192834008;2542449;32.15;50;320;OVER_UNDER_65;18;Over 6,5 goal;3207.8811975633;0
31142749;1.192834009;4240339;69.5;3.35;3.6;HALF_TIME;24;Tondela;2723.60522319743;0
31142749;1.192834009;191604;70;3.65;3.95;HALF_TIME;143;Moreirense;2723.60522319743;0
31142749;1.192834009;58805;137.5;2.14;2.32;HALF_TIME;149;Pareggio;2723.60522319743;0
31142749;1.192834010;1485567;4949.98;1.03;1.06;OVER_UNDER_55;3867.09;Under 5,5 goal;17493.6373199612;0
31142749;1.192834010;1485568;64;19.5;30;OVER_UNDER_55;37;Over 5,5 goal;17493.6373199612;0
31142749;1.192834011;1;80;11.5;13;CORRECT_SCORE;162.5;0 - 0;453453.909748745;416.12
31142749;1.192834011;4;109.85;10;12;CORRECT_SCORE;155.5;0 - 1;453453.909748745;416.12
31142749;1.192834011;9;98.5;17.5;19;CORRECT_SCORE;36;0 - 2;453453.909748745;416.12
31142749;1.192834011;16;30;42;55;CORRECT_SCORE;20.5;0 - 3;453453.909748745;416.12
31142749;1.192834011;2;63.73;9.4;10.5;CORRECT_SCORE;145.5;1 - 0;453453.909748745;416.12
31142749;1.192834011;3;65.33;6.6;7.2;CORRECT_SCORE;128.5;1 - 1;453453.909748745;416.12
31142749;1.192834011;8;45.5;12;13.5;CORRECT_SCORE;100.5;1 - 2;453453.909748745;416.12
31142749;1.192834011;15;25;30;38;CORRECT_SCORE;95;1 - 3;453453.909748745;416.12
31142749;1.192834011;5;28.5;16;16.5;CORRECT_SCORE;47;2 - 0;453453.909748745;416.12
31142749;1.192834011;6;114.16;10.5;12;CORRECT_SCORE;183;2 - 1;453453.909748745;416.12
31142749;1.192834011;7;85;16.5;17.5;CORRECT_SCORE;17;2 - 2;453453.909748745;416.12
31142749;1.192834011;14;20;42;48;CORRECT_SCORE;14;2 - 3;453453.909748745;416.12
31142749;1.192834011;10;16;36;42;CORRECT_SCORE;98;3 - 0;453453.909748745;416.12
31142749;1.192834011;11;16;27;30;CORRECT_SCORE;16;3 - 1;453453.909748745;416.12
31142749;1.192834011;12;23.5;38;44;CORRECT_SCORE;89.5;3 - 2;453453.909748745;416.12
31142749;1.192834011;13;19;80;110;CORRECT_SCORE;24;3 - 3;453453.909748745;416.12
31142749;1.192834011;9063254;23.5;24;28;CORRECT_SCORE;80;Qualsiasi altro risultato a favore della squadra in Casa;453453.909748745;416.12
31142749;1.192834011;9063255;54;27;32;CORRECT_SCORE;22;Qualsiasi altro risultato a favore della squadra in Trasferta;453453.909748745;416.12
31142749;1.192834011;9063256;12;130;-1;CORRECT_SCORE;-1;Qualsiasi altro Pareggio;453453.909748745;416.12
31142749;1.192834012;47972;50.52;1.86;1.9;OVER_UNDER_25;96.24;Under 2,5 goal;7191.70855596811;62.22
31142749;1.192834012;47973;28;2.12;2.16;OVER_UNDER_25;43.5;Over 2,5 goal;7191.70855596811;62.22
31142749;1.192834013;1222347;85.25;1.12;1.14;OVER_UNDER_45;1117.86;Under 4,5 goal;10786.7091440098;0
31142749;1.192834013;1222346;45.44;8.2;9.8;OVER_UNDER_45;19.66;Over 4,5 goal;10786.7091440098;0
31142749;1.192834015;1221385;26.59;3.65;3.85;OVER_UNDER_15;254.5;Under 1,5 goal;8162.93718321162;174
31142749;1.192834015;1221386;1545.82;1.35;1.38;OVER_UNDER_15;138.83;Over 1,5 goal;8162.93718321162;174
31142749;1.192834016;1222344;147.11;1.32;1.36;OVER_UNDER_35;1539.93;Under 3,5 goal;7134.35811706592;40
